cluster_id,cluster_label,id,title,description_snippet,sim,confidence,videoCount
c10,Photography / Tutorials / Nick,UCXyqlW3MOTbhpQIMapXMOSQ,Content Creators,ContentCreator.com was founded to help people master the art of shooting and editing videos in the fastest timeframe possible! Not to mention we also love helping creators monetize their skillsets to earn a full-time living online. The brand was founded by Anthony Gallo (@_AnthonyGallo) & Paul Xavier (@MrPaulXavier).,0.208,0.118,93
c05,Business / Digital / Inquiries,UCghY41qySm6IMH9VbRvf9VA,CopyandContentAI,"Imagine AI that’s SO powerful, it writes ALL of your customized sales copy and content FOR YOU (based on your specific customer avatar)…with the click of a button!   CopyandContent.AI has a unique combination of tools, technology, and training unmatched by the abilities of ANY “AI Robot” or “Chatbot” solution anywhere…  Unlike ChatGPT and other “Robots” that either spit out what they want, or force you to become a “prompt engineer” and figure out how to execute extremely complex prompts and prog…",0.153,0.096,209
c04,Accounting / Healthy / Cpa,UCpHdE9yhgSuM4FezX8dmbPw,CPA Strength,Accounting For Beginners Playlist #AFB  Accounting Videos / Basic Accounting / I have a mapping system to keep Debits & Credits straight in your head / Tips on the CPA Exam / Powerlifting / living a healthy bodybuilding lifestyle / Quickbooks tips / Exercise /  Eating right and the positive effects it entails. I am A Licensed CPA in the State of Florida.  I am the Strongest CPA in Florida. I have a lot of fun making videos and helping people learn Accounting through concepts that i wish i knew w…,0.445,0.39,638
c09,Get / Podcast / Business,UCzOlf72W0G4SJBHu9HxR7ng,Crazy About Life,"Runner and Cyclist, decided to leave bad habits behind and started embracing healthy living. My wife and boy keeps me motivated.  Follow along, hopefully someone out there can be inspired!  Visit www.s4k.co.za to see some of the projects we are busy with. Any assistance will be highly appreciated.  Follow me on: Instagram: http://www.instagram.com/luvanbl  WSCP060",0.209,0.114,197
c07,Make / Matt / Money,UC08Fah8EIryeOZRkjBRohcQ,Creator Magic,"Creator Magic explores the latest AI tools and news, with a focus on AI coding. Our videos cover new AI tools, workflow automation, and practical ways to leverage AI for more efficient and innovative projects. Now everyone can build the idea of their dreams! Whether you're a developer or just getting started you'll learn how to integrate AI into your coding workflows and stay ahead of the curve with the most advanced AI powered solutions. Join us to discover the future of coding with AI!",0.19,0.097,162
c13,News / Military / China,UCy6Q9UCG7Wa-N7nht2BFrHA,CSI Starbase,Thanks for checking out CSI Starbase on YouTube!  CSI Starbase is the Daily Show of Starship news.  Our goal is to explore the advancements and updates happening at Starbase with extremely deep analysis. These episodes are intended to be lighthearted yet extremely informative.,0.183,0.14,58
c09,Get / Podcast / Business,UCkUaT0T03TJvafYkfATM2Ag,Daily Stoic,"Stoicism for everyday life.   For those of us who live our lives in the real world, there is one branch of philosophy created just for us: Stoicism. It’s a philosophy designed to make us more resilient, happier, more virtuous and more wise–and as a result, better people, better parents and better professionals. Stoicism has been a common thread though some of history’s great leaders...  🎧 Subscribe to the Daily Stoic Podcast - https://dailystoic.com/podcast Spotify - https://open.spotify.com/sho…",0.18,0.102,3745
c01,David / Elizabeth / Gravelle,UCNf9HkMqlTFiick46DGXY7g,Damien Cooper,"Cinematography, lighting, dad jokes and all the real life struggles of being in the creative field",0.149,0.108,363
c05,Business / Digital / Inquiries,UCA-mWX9CvCTVFWRMb9bKc9w,Dan Martell,"My #1 passion is teaching.  #2 is building AI businesses.  I’ve built and exited 3x tech companies.  Invested in 100+ others.  Spend 98.2% of my time building AI startups at Martell Ventures (AI Venture Studio)  Wrote a WSJ best selling book https://www.BuyBackYourTime.com  Play life full out (wake surfing, snowboarding, mountain biking) at the highest level…  … and I love people and travelling the world with my family training and speaking on the biggest stages.  Oh, and did all that after endi…",0.198,0.097,2519
c03,Com / Www / Facebook,UC1CAa_tjoI4-bEsEjxvHJXQ,Dane McBeth Publishing,"Founder of PaysToPublish.com and living in British Columbia, Canada.   I make videos based around self-publishing books and online entrepreneurship.  Want to learn how to get started with online publishing? Get started here: www.PaysToPublish.com",0.292,0.113,170
c02,Youtube / Pakman / Clips,UCw2THyt0iIxN6pdCdL8LA8Q,DangerTV,"Welcome to DangerTV, the most dangerous place on Youtube! We have all of the best reality, documentary series and clips focusing on dangerous jobs, military training, deadly animals, and breathtaking stories of survival. We release new videos weekly and are constantly changing our programming to reflect the very best in Danger entertainment! Get subscribed so you won't miss a thrilling second!  Find DangerTV on Samsung TV Plus Channel 1986 VIZIO WatchFree+ Channel 933 Roku | FireTV | Sling",0.207,0.153,1977
c01,David / Elizabeth / Gravelle,UCwjZLzqHYImv4oCJQcZ8Hig,Daniel Schiffer,Let's create.,0.133,0.113,256
c05,Business / Digital / Inquiries,UCRqGBcNkSE1-w9pbh_j7bSw,Daniella Benita,"Now taking clients in Doylestown, Pennsylvania! Please check out my website (linked under my channel banner) for location, menu, pricing, and contact information. I can't wait to work with you!    I've loved making videos and home movies since I was very little, and am now sharing my work on YouTube and Instagram as a beauty vlogger. On my channel you can find hair color tutorials, hair styling, salon business tips, and more! Say hi in the comments! I love getting to know my followers!",0.209,0.108,59
c07,Make / Matt / Money,UCpPnsOUPkWcukhWUVcTJvnA,Dave Dugdale,"(Updated 2020) I have not published a new video in sometime, but I plan on making more videos again, don't worry I am doing just fine.  The camera market has been declining for the past 7 years or so (perhaps because of the iPhone).   I'm currently looking at a different industry which has much greater growth potential. But don't worry I still love cameras and I'm still actively making videos. It's just harder to make a living making from YouTube when YouTube's algorithm doesn't seem to like my …",0.228,0.108,469
c08,Products / Time / Step,UCNzszbnvQeFzObW0ghk0Ckw,Dave's Garage,"Windows History, Windows vs Linux Comparisons, Arduino Project Tutorials, Shop Projects, ESP32 Information, and more in Dave's Garage.  With DIY info and practical step-by-step tutorials.  From hobbyist to engineer, everyone is welcome!",0.209,0.153,509
c01,David / Elizabeth / Gravelle,UCKCS2T2uR_7h4zpVETbcFjg,David Bayer,,0.174,0.116,354
c02,Youtube / Pakman / Clips,UCvixJtaXuNdMPUGdOPcY8Ag,David Pakman Show,"One of the most watched independent progressive programs in the country. Subscribe for daily new clips, interviews, debates, panels, and commentary. The daily video podcast goes live at 9pm Eastern time every weekday, and new clips are posted throughout the day.",0.31,0.223,40735
c01,David / Elizabeth / Gravelle,UCvKRFNawVcuz4b9ihUTApCg,David Shapiro,Liberate humanity from drudgery.,0.174,0.125,562
c03,Com / Www / Facebook,UCO01dS4TaSRSyOipXEYPL6Q,David Sharpe,"David Sharpe and the Legendary Marketer team deliver one-of-a-kind interviews that won’t be found anywhere else. On our show, Wake Up Legendary, we feature REAL people who’ve got REAL results with their online ventures. It’s hosted LIVE on Facebook every weekday at 10am EST on the Legendary Marketer Facebook Fan Page (legendarymarketer.com/live). All recordings are posted to this channel immediately after the live video has ended.",0.265,0.146,2051
c11,Music / Jazz / Productions,UCtkcJMyK1F46NJ5WjX7hBSw,Dead Wax,"Musicians nerding out to great music. Hosts Jack Conte (Scary Pockets, Pomplamoose, CEO of Patreon) and Ryan Lerman (Scary Pockets, John Legend, Ben Folds) are joined by musician friends to help break down whats going on in their favorite music. They dish about production, harmony, composition, theory, vocal performance and everything in between. New episodes every week!",0.271,0.19,142
c13,News / Military / China,UCobfgsTVhaIyIRAms-M4JWw,Deep Woods Custom Guitars,,0.139,0.122,8
c06,History / World / Every,UCpr-NNORb2UQYDD3k-w-OFg,Denys Davydov,Go to https://ground.news/denys for local and global updates on Ukraine.  Every road is a home and every road is the home way. Find your road on road home...  Telegram: t.me/pilotblog,0.189,0.111,1442
c01,David / Elizabeth / Gravelle,UCBB0oz7Yo_35gnbPYGKGJTA,Diesel Creek,HEAVY EQUIPMENT REVIVAL - REPAIR - RESTORATION - CONSTRUCTION,0.13,0.094,387
c05,Business / Digital / Inquiries,UCNawoJ4W-TZHiD6UTPGIiAQ,Digital Feast Studios,"Creative Marketing Agency // Allentown, PA Artists and storytellers crafting beautiful & engaging work. Imagine. Create. Reach. Grow.",0.187,0.12,127
c05,Business / Digital / Inquiries,UC8wXC0ZCfGt3HaVLy_fdTQw,Digital Trends,"Welcome to the official Digital Trends YouTube channel! Digital Trends was founded in 2006 with a simple mission: Give readers the tools and insight they need in order to navigate their increasingly digital world. With sneak peeks, one-of-a-kind reviews, editorials and news, we are your dependable guide to the ever evolving world around us. We live, love, and breathe tech so that we can explain it to you simply and clearly.",0.223,0.133,7506
c03,Com / Www / Facebook,UCPSu8IosaYxsVx5TOGFtjCg,Dirty Loops,Official YouTube Dirty Loops Band Page  Check out our shows & other stuff at www.dirty-loops.com,0.263,0.222,31
c08,Products / Time / Step,UCEAY1udDi0HBnu7BbxDsJUg,DIY PETE,"Interested in Sponsorships, Reviews, or working together? Please send all inquiries to:  diypete@influint.co  I have some of the most in-depth video tutorials on how to build concrete tables, wood tables, and basic welding and plasma cutting projects. Some of the most popular videos on the channel include the farmhouse dining table, concrete patio table with LED lights, and the whiskey barrel coffee table. Tune in every Thursday for weekly DIY Video Updates! The DIY PETE channel is a resource to…",0.226,0.142,163
c11,Music / Jazz / Productions,UCbzNcFN7cxA8HO18cTYyTfg,Doctor Mix,"🎹🔥 BECOME A SYNTH GURU — OUT NOW! 🔥🎹   👉 https://doctormix.com/synthesizer-guru/ 👈   🚀 Join my video course today & save 25% — early bird ends soon! ⏳   43 in-depth lessons • Every type of synthesis • 30+ years of knowledge condensed into one course. ✨ I’m Claudio Passavanti (aka Doctor Mix) – pianist, producer & synth fanatic. On this channel I: 🎛️ Explore the coolest synthesizers in the world 🎶 Recreate & break down iconic tracks 📚 Share insider tips & tutorials on music production 🏆 Broadcast…",0.245,0.166,1335
c05,Business / Digital / Inquiries,UCHHW_lDfbAUr12BbFMqFMnQ,DonV Filmora Tutorials,"If you want to learn how to use Filmora, this channel is for you!   For more Filmora tips & tricks, hit that subscribe button so we can improve our editing skills together!  ✘ For business inquiries: donvbusiness2@gmail.com",0.188,0.105,86
c03,Com / Www / Facebook,UCyA6KQ8PgP98E0ToIdq8c7A,Dr. Alex Tubio,Houston Filipino Chiropractor   To schedule an appointment:  Visit: https://www.DrAlexTubio.com/ Email: DrTubio@gmail.com,0.256,0.208,1733
c02,Youtube / Pakman / Clips,UCXnFys9ZXBE0uyDhKHUi-dA,Dr. Andrea Furlan,"I am a physician, scientist and professor of Medicine in Toronto, Ontario, Canada.  2022 Toronto's Top Doctor in Pain Management https://streetsoftoronto.com/top-doctors/  This Youtube Channel is for education about the causes, prevention, treatment and management of chronic pain. My specialty is Physical Medicine & Rehabilitation (Physiatry). I did my medical school at the ""Universidade de Sao Paulo (USP)"" in Brazil, and I completed my Ph.D. at the University of Toronto, Canada  Check my scient…",0.239,0.159,660
